mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_7091,CCOC(=O)C#CC,5.05596,0.87383,0.75559,2.3544,73.24,-0.2622,-0.0282,0.234,1506.5802,0.127548,-383.752982,-383.743325,-383.742381,-383.792102,31.452,-1594.505389072,-1602.666143617,-1611.556691129,-1492.04069948
gdb_13925,C1CC2(C1)CNC2=O,3.41989,1.92547,1.54621,3.4403,68.84,-0.2417,0.0365,0.2782,870.5052,0.14332,-363.87468,-363.867211,-363.866267,-363.906673,27.698,-1658.601040859,-1669.02333784,-1678.506881357,-1544.926530491
gdb_83194,OC1C2COC(=O)NC12,2.75494,1.55828,1.46492,4.7325,64.44,-0.2356,0.0384,0.274,953.9008,0.126327,-475.040849,-475.033391,-475.032446,-475.0728,28.916,-1586.0164473201,-1595.556466647,-1604.4457591411,-1476.047377597
gdb_47558,O=C1CCCN2CC2C1,2.55586,1.5621,1.09372,2.9629,79.23,-0.2305,-0.0146,0.2158,1132.0832,0.173,-403.14926,-403.141379,-403.140435,-403.181634,31.167,-1926.7117912171,-1939.541840231,-1950.803744254,-1790.778281601
gdb_122662,OCCCC1OCC=C1,4.94381,0.66607,0.61917,2.4469,81.64,-0.2309,0.0172,0.2481,1811.0358,0.181879,-424.22324,-424.213572,-424.212628,-424.259019,34.556,-1985.063225618,-1997.660468793,-2009.515368821,-1844.632986508
gdb_33693,N#CC12C3CC4C(C14)C23,3.89843,1.45911,1.35688,4.7104,76.83,-0.2433,0.0194,0.2627,961.0799,0.127001,-363.58911,-363.582755,-363.581811,-363.619765,26.193,-1712.573717458,-1722.8077617391,-1731.697681742,-1602.559467087
gdb_129830,c1c(c(n[nH]c1=O)N)N,3.1978,1.40729,0.98045,5.2516,73.71,-0.2098,-0.0367,0.1731,1123.0428,0.116015,-450.173927,-450.166257,-450.165312,-450.205753,30.242,-1496.720661602,-1505.238468768,-1513.534765257,-1392.946360727
gdb_4041,C1C(=NO)C=CC1=O,6.4946,1.2975,1.08874,2.9305,68.46,-0.2498,-0.0787,0.1711,993.1983,0.095483,-398.594809,-398.587903,-398.586959,-398.626086,25.642,-1346.988856585,-1354.209602648,-1361.321162145,-1259.350949645
gdb_5650,c1c[nH]c2c1CC=C2,5.04105,2.10001,1.49606,1.4583,75.08,-0.1762,0.0035,0.1797,803.2093,0.122356,-325.56848,-325.562523,-325.561579,-325.598141,24.412,-1603.4762577361,-1613.0708703461,-1621.368421853,-1501.9653818241
gdb_80173,CC1C2C(O)C2OC1=O,2.3328,1.77331,1.44525,3.8693,67.05,-0.2662,0.0123,0.2785,972.7286,0.135911,-458.986945,-458.978855,-458.977911,-459.019427,30.711,-1700.7953735281,-1710.82798742,-1720.3109034281,-1584.782137117
gdb_21821,c1cn[nH]c1NC=O,6.06971,1.43848,1.16288,4.1651,62.91,-0.2228,-0.0102,0.2126,940.3557,0.097937,-394.819343,-394.812466,-394.811521,-394.850957,24.717,-1327.010852552,-1334.249168867,-1341.360100855,-1239.224225979
gdb_32731,CCCc1c(cc[nH]1)N,2.99204,0.99497,0.79135,1.4645,87.14,-0.1719,0.05,0.2218,1504.4362,0.183293,-383.310097,-383.300028,-383.299083,-383.346313,36.518,-2015.367517755,-2027.7131298211,-2039.56740234,-1875.1073335841
gdb_1200,CC(=O)C#CC#N,10.15779,1.10653,1.00403,3.6118,62.85,-0.2917,-0.1061,0.1856,1047.2237,0.064928,-322.175807,-322.168583,-322.167638,-322.207693,23.6,-1124.9278541921,-1129.283394161,-1134.615965643,-1060.426204082
gdb_74813,CC1=NC2CC2(O)CO1,3.65643,1.29467,1.10583,1.3858,73.62,-0.2238,0.019,0.2428,1126.8888,0.147412,-439.087261,-439.078898,-439.077954,-439.119837,32.183,-1751.4736278771,-1762.223484556,-1772.299396569,-1628.7818131791
gdb_97354,CN=CNC(C#C)C#N,2.67592,0.95937,0.77576,3.9915,80.75,-0.2456,0.0006,0.2462,1476.8627,0.121858,-396.892764,-396.882838,-396.881894,-396.928655,34.471,-1605.568372742,-1613.560327366,-1622.450247369,-1498.223545657
gdb_55763,CC(=O)NC12CC1OC2,4.18644,0.97004,0.92067,3.4479,73.22,-0.2299,0.023,0.2529,1317.9248,0.146067,-439.068036,-439.058949,-439.058005,-439.10402,32.514,-1739.4097673521,-1749.705307515,-1759.781219528,-1618.856503326
gdb_45697,O=C1NC=C2CCC2N1,3.84386,1.3606,1.05356,3.3665,76.62,-0.2081,0.0076,0.2157,1104.2468,0.139316,-418.043982,-418.036629,-418.035685,-418.075756,29.039,-1712.3873472851,-1722.8824353101,-1732.365351318,-1595.825668008
gdb_55785,C1C=C(CO1)CC(=O)N,3.93939,0.89526,0.87964,3.2115,75.19,-0.235,0.0039,0.2389,1366.8146,0.147471,-439.122474,-439.113322,-439.112378,-439.157714,32.503,-1773.5701022941,-1783.824854372,-1793.900766385,-1652.549971572
gdb_70404,OC12CC1CC2(O)C#N,2.515,1.5329,1.34836,3.723,69.1,-0.273,0.0141,0.2871,1008.272,0.122783,-437.856995,-437.848526,-437.847582,-437.889637,32.342,-1607.3222603971,-1616.228495634,-1625.118415637,-1498.0428230651
gdb_37092,C1C2N1C1(CC1)C21CN1,2.25281,1.96946,1.33192,2.1281,79.94,-0.2229,0.0727,0.2956,1018.115,0.159959,-381.973663,-381.966018,-381.965074,-382.005464,30.881,-1804.594774763,-1816.6843631571,-1827.353271175,-1674.9351001291
gdb_98765,CNC(=O)C1CC2OC12,3.1161,1.22333,1.02603,3.0782,72.69,-0.2361,0.0279,0.2641,1200.4578,0.147682,-439.076049,-439.067387,-439.066443,-439.110147,31.443,-1744.4379969691,-1755.000228457,-1765.07614047,-1622.701250969
gdb_59365,CC(C)C1CC(C)C=C1,3.19553,0.96589,0.7992,0.1341,95.31,-0.2339,0.0272,0.2611,1562.3929,0.228664,-352.383226,-352.373126,-352.372182,-352.418152,38.734,-2358.12234619,-2374.0039714711,-2388.230855519,-2190.9269657031
gdb_101158,CC(CO)C1C(O)C1O,2.46742,1.07123,0.8953,1.9921,74.27,-0.2383,0.0432,0.2815,1374.1321,0.180154,-461.331082,-461.320581,-461.319636,-461.366683,38.557,-1916.0591984331,-1928.133099102,-1939.987371621,-1775.2612390491
gdb_4273,c1coc(cc1=O)N,4.04688,1.87483,1.28248,5.3859,64.13,-0.2225,-0.0207,0.2017,871.4302,0.097246,-398.649944,-398.643321,-398.642377,-398.680553,25.451,-1381.5865653,-1388.98489641,-1396.096455907,-1293.529482348
gdb_114044,CCN1CC2(O)C(C)C12,2.66918,1.1839,0.9682,1.9881,83.52,-0.1957,0.0745,0.2702,1330.0063,0.19236,-404.296376,-404.286502,-404.285557,-404.330807,37.218,-2018.685785347,-2032.042314412,-2044.489582936,-1870.672099972
gdb_69865,CC12CC1N1CC21C#N,2.68317,1.70723,1.20777,4.5529,77.26,-0.2432,-0.0035,0.2397,1031.5187,0.135504,-380.799792,-380.791858,-380.790914,-380.831946,30.868,-1695.8317773381,-1705.9629101431,-1715.445826151,-1579.7645751531
gdb_116893,CCCC#CC(C)CO,4.18574,0.50358,0.46262,1.5121,92.87,-0.2412,0.0597,0.3009,2439.1046,0.202995,-388.27241,-388.260611,-388.259667,-388.311612,40.843,-2152.251075997,-2165.2888304901,-2178.329722528,-2000.8538620941
gdb_111809,COC1C2COC1OC2,2.99524,1.42582,1.37328,2.015,70.24,-0.2453,0.0824,0.3277,1043.5929,0.160963,-460.151641,-460.143884,-460.142939,-460.184175,29.607,-1803.8009758781,-1815.819655755,-1826.487936264,-1674.4494081631
gdb_49300,C1C=C(C(=O)CN1)C=O,2.61263,1.43707,0.95072,4.7296,74.13,-0.2351,-0.0807,0.1544,1174.2799,0.124766,-437.914762,-437.906744,-437.9058,-437.947681,29.405,-1643.5715728,-1652.760814596,-1661.650734599,-1534.4659554611
gdb_87393,CC1CC11C(C)CC1O,1.89171,1.57443,1.10112,1.5487,85.95,-0.2489,0.0732,0.3221,1246.1145,0.204772,-388.271188,-388.261454,-388.26051,-388.305265,37.767,-2151.4842599991,-2165.8178205771,-2178.858712615,-1996.8710624711
gdb_64979,CC1(CC1)C(=O)NC=O,3.5649,1.03718,0.8619,5.7646,75.73,-0.2468,-0.029,0.2179,1339.8091,0.146346,-439.127791,-439.11855,-439.117606,-439.162491,33.53,-1776.9065676471,-1787.1054714241,-1797.1813834371,-1655.5475820651
gdb_118027,NC(CCO)C(O)C#N,3.38815,0.82899,0.78896,6.0637,72.46,-0.2594,0.0293,0.2887,1489.2721,0.158921,-456.342604,-456.332578,-456.331634,-456.377979,36.314,-1762.756867206,-1773.351101653,-1784.020009671,-1634.827862394
gdb_51213,O=COC12CC3C1CC23,3.79833,1.19838,1.06729,4.0653,73.77,-0.2771,0.0022,0.2793,1137.6745,0.135657,-421.771456,-421.763994,-421.76305,-421.804236,28.279,-1702.2499393901,-1712.677256443,-1722.160172451,-1586.679724333
gdb_80446,CC1=CC2(C)C(O)C2C1,2.42685,1.41717,1.19603,1.7873,84.77,-0.2174,0.0154,0.2328,1177.8799,0.181723,-387.097505,-387.088371,-387.087427,-387.130611,35.592,-2042.8392342661,-2055.7721947561,-2067.627094784,-1900.9876872711
gdb_88633,OC1CC1N1C2CCC12,3.71953,1.11341,1.02799,3.0471,79.84,-0.2255,0.0835,0.309,1233.5465,0.171379,-403.07439,-403.066331,-403.065386,-403.10739,31.954,-1879.730192387,-1892.448544799,-1903.709821313,-1744.1895034051
gdb_41914,C1CC2COC3C1C3C2,2.15992,2.10326,1.83767,1.3248,79.9,-0.2249,0.0746,0.2995,928.5318,0.187763,-387.096355,-387.089507,-387.088563,-387.127263,28.93,-2042.1175989161,-2056.4850449801,-2068.339945008,-1898.8867871391
gdb_71006,OC12CC3(CCC13)OC2,3.07565,1.5896,1.4727,0.9977,76.11,-0.2258,0.0605,0.2862,974.8059,0.159855,-422.933622,-422.926352,-422.925408,-422.964616,30.734,-1803.6679439701,-1815.9928482391,-1826.661756257,-1673.6060360671
gdb_699,N1C2C3OC2C13,8.8663,4.23287,4.1998,1.4437,45.55,-0.2396,0.0534,0.2929,381.938,0.085719,-285.160699,-285.156611,-285.155667,-285.187831,16.085,-1018.952879254,-1026.164212682,-1032.091035187,-947.224207991
gdb_43800,O=C1CC2(CO2)C11CN1,2.53321,1.64244,1.1697,0.7695,70.95,-0.2469,-0.041,0.2059,1043.443,0.123111,-437.836574,-437.828668,-437.827723,-437.86921,29.678,-1594.5078991081,-1603.767421912,-1612.656714406,-1485.224696722
gdb_22606,CC1C(=NO)C2NC12C,2.92607,1.22683,1.04744,2.2341,80.71,-0.2259,0.0099,0.2358,1215.742,0.157594,-419.125577,-419.116342,-419.115398,-419.159143,34.923,-1763.2463242261,-1774.337545801,-1785.0064538191,-1634.438179305
gdb_127114,CN(C)c1nccnn1,3.71081,1.32324,0.98752,2.4797,82.25,-0.2192,-0.0556,0.1636,1174.8089,0.136711,-414.20086,-414.192108,-414.191164,-414.235858,30.331,-1649.954594348,-1659.5711697731,-1669.054085781,-1535.055813921
gdb_94493,CC1OCC1C#CC#N,3.98039,0.77715,0.69858,4.1403,83.95,-0.2702,-0.0479,0.2223,1558.0732,0.123588,-400.719773,-400.710858,-400.709914,-400.754734,31.18,-1657.890073162,-1666.517066894,-1675.406986897,-1550.321852873
gdb_73342,CC12OCC3C1N3C2=O,2.35581,2.08631,1.61116,3.7633,67.69,-0.2384,-0.0116,0.2268,894.3,0.124351,-437.866124,-437.858794,-437.85785,-437.897715,28.304,-1613.0507900581,-1622.671758046,-1631.561678049,-1503.111840767
gdb_117383,COCC(=O)CC1CO1,3.19482,0.82775,0.73693,3.2313,72.54,-0.2413,-0.0231,0.2182,1580.9299,0.155907,-460.136168,-460.126132,-460.125188,-460.173218,34.339,-1794.0915291211,-1804.680115987,-1815.349024005,-1667.5737920501
gdb_39585,C1C=CC2OCC=CC12,3.36725,1.54139,1.10998,1.2353,81.63,-0.2321,0.0155,0.2477,1087.1453,0.161993,-385.893095,-385.886067,-385.885122,-385.924278,28.949,-1914.9127394901,-1927.3901284461,-1938.058408955,-1785.2254544601
gdb_124263,Cc1c(c[nH]n1)C(=O)C,2.65641,1.49162,0.96661,4.3094,76.82,-0.2409,-0.0318,0.2091,1183.1331,0.136096,-418.064826,-418.055995,-418.05505,-418.098717,31.817,-1725.467144881,-1735.0347746041,-1744.517063103,-1610.2339021571
gdb_129599,c1c(c(on1)N)N2CC2,3.11809,1.34391,1.01338,3.4435,73.19,-0.2056,0.0109,0.2164,1146.4448,0.125289,-434.021068,-434.013183,-434.012239,-434.054038,29.682,-1549.404434715,-1558.676507699,-1567.5664277021,-1439.970630169
gdb_76063,OC1C(C#N)C11CCO1,2.64143,1.32334,1.13019,2.7975,70.48,-0.2499,0.0219,0.2718,1114.5633,0.123262,-437.854666,-437.84613,-437.845186,-437.888256,30.916,-1605.8607919361,-1614.72498407,-1623.614904073,-1497.176233136
gdb_68534,CC12OC(C=C1)C1NC21,2.66473,2.00532,1.71215,1.5859,74.08,-0.2322,0.0161,0.2483,889.2959,0.149006,-401.902538,-401.895656,-401.894711,-401.933191,29.19,-1772.2341356331,-1783.91396065,-1793.989245154,-1648.5916448001
gdb_132387,c1c(nc(nc1F)F)N,2.00051,1.83799,0.95811,4.9897,60.04,-0.2512,-0.019,0.2323,1072.2575,0.0781,-518.135614,-518.128579,-518.127635,-518.167185,26.577,-1291.8301879761,-1298.080805125,-1304.5987411081,-1208.178845713
gdb_82874,CC1C2CC3OC2(C)C13,2.804,1.66204,1.35931,1.6208,81.36,-0.2327,0.0923,0.325,1047.6312,0.183576,-387.062022,-387.054196,-387.053252,-387.093776,32.055,-2020.5733324191,-2034.3270746811,-2046.181974709,-1877.8733932561
gdb_69027,OC12CC1(CC2=O)C#C,2.68483,1.37938,1.19455,1.9894,77.81,-0.2283,-0.029,0.1992,1067.6046,0.110225,-420.581935,-420.573554,-420.57261,-420.614996,31.685,-1583.6664261151,-1591.7399569091,-1600.036880907,-1481.6435028591
gdb_40085,C1NC11CC2OCC=C12,4.0723,1.26507,1.08096,2.1804,80.15,-0.2271,-0.0082,0.2188,1128.597,0.148956,-401.882149,-401.874757,-401.873812,-401.913991,29.147,-1759.4398546321,-1770.799650059,-1780.874934563,-1636.543472
gdb_65281,CC1(CC11CCC1)C#N,2.64485,1.31272,1.06888,4.2798,84.28,-0.2685,0.0346,0.3031,1208.3739,0.170488,-366.012779,-366.00364,-366.002695,-366.046792,34.165,-1977.7445881511,-1989.7858583521,-2001.047134866,-1843.0955894581
gdb_45496,O=C1OC2CCN3C2C13,3.099,1.79347,1.57254,3.9065,67.01,-0.2548,-0.0082,0.2466,880.6068,0.127702,-437.907838,-437.901603,-437.900658,-437.938442,25.316,-1639.2267004841,-1649.534790827,-1658.424083321,-1528.6683998101
gdb_117814,CCC(O)(COC)C=O,1.91989,1.22528,0.94386,2.3656,76.14,-0.2406,-0.0234,0.2172,1382.4382,0.178416,-461.362717,-461.351666,-461.350722,-461.399426,38.682,-1935.9104456481,-1947.6392163671,-1959.4941163951,-1795.807766236
gdb_38269,C1C2OC11CCOCC21,3.13614,1.63943,1.35255,1.7006,74.72,-0.2341,0.0793,0.3133,984.7999,0.161669,-422.949504,-422.942738,-422.941794,-422.980289,28.573,-1813.6340419081,-1826.2752107131,-1836.944118731,-1683.4409846241
gdb_120428,CCOC1CC(=O)C=C1,5.0599,0.7908,0.72352,3.9827,80.21,-0.2392,-0.0491,0.1901,1577.4215,0.158271,-423.055248,-423.046174,-423.04523,-423.090222,32.725,-1879.9893536041,-1891.1822316371,-1901.851139655,-1752.424931521
gdb_106847,CCC12CC1(OC2)C#C,2.65829,1.24012,1.01181,2.2252,84.06,-0.2255,0.016,0.2416,1253.973,0.15697,-385.818264,-385.809129,-385.808185,-385.852232,34.469,-1867.955613511,-1879.1108410041,-1889.779749022,-1740.0159410461
gdb_51147,N=COC12CC1OC2=O,3.29114,1.21314,0.97679,3.7673,64.41,-0.2746,-0.0186,0.256,1157.8014,0.099446,-473.797626,-473.78971,-473.788766,-473.831361,28.172,-1433.734445727,-1441.2099604441,-1448.913888437,-1338.255813832
gdb_63670,CC1(C)OC1CCC#C,4.68278,0.68174,0.64425,1.88,86.13,-0.2577,0.057,0.3147,1788.3099,0.178524,-387.052398,-387.041778,-387.040834,-387.088595,38.519,-2014.534185803,-2026.534667919,-2038.389567947,-1874.622269127
gdb_57377,CC(C)(O)C1(CO1)C=O,1.96875,1.71436,1.24198,1.4891,71.65,-0.2615,-0.0442,0.2173,1093.2194,0.155281,-460.156343,-460.146643,-460.145699,-460.190183,36.482,-1806.7515231961,-1817.550953086,-1828.219861104,-1678.219482235
gdb_73259,OC12CCC1CCC=C2,2.49954,1.67276,1.26071,1.1518,83.47,-0.2412,0.0195,0.2606,1082.0623,0.184135,-387.095592,-387.087468,-387.086523,-387.127826,32.955,-2041.6388095491,-2055.2055541291,-2067.059826648,-1899.2400747061
gdb_109505,CC1(O)C(CO)C1C#N,2.00071,1.37821,1.03782,3.4852,73.28,-0.2664,0.0213,0.2877,1212.3409,0.145428,-439.081415,-439.071573,-439.070628,-439.11619,35.848,-1747.8052102631,-1757.6269811311,-1767.702265635,-1626.493287856
gdb_301,CC1CC1(C)C,4.93979,2.82688,2.43235,0.0963,64.09,-0.2558,0.0887,0.3445,649.5784,0.16489,-235.698987,-235.691505,-235.69056,-235.729399,27.904,-1640.985608211,-1652.288300319,-1662.36546735,-1525.080930857
gdb_99871,CN(C)C(C)(CN)C#N,1.78768,1.50423,1.21623,3.6533,82.36,-0.2313,0.0309,0.2622,1214.3158,0.19257,-400.518487,-400.507454,-400.50651,-400.554145,40.25,-1997.187327007,-2009.8159456321,-2022.263841665,-1849.583405009
gdb_89998,CC1CC2(COC2)C=C1,3.98763,1.03921,0.96841,2.053,84.37,-0.2415,0.0152,0.2567,1308.8304,0.183274,-387.083364,-387.074801,-387.073857,-387.11731,32.558,-2033.9656294971,-2047.2568976261,-2059.111797654,-1892.641190062
gdb_41080,C1C2CC3C1C21COC31,3.38571,1.83761,1.58782,1.8559,78.25,-0.243,0.0721,0.3151,900.1523,0.162751,-385.800727,-385.794676,-385.793731,-385.830701,26.665,-1856.9509881781,-1870.0414534271,-1880.709733936,-1726.5050447671
gdb_55766,NC(=O)CC12CC1CC2,3.72688,0.97207,0.94432,3.5958,79.22,-0.2323,0.0372,0.2695,1326.6913,0.170947,-403.158963,-403.149813,-403.148869,-403.193789,34.204,-1932.8005110441,-1944.834251137,-1956.09615516,-1798.405653496
gdb_102632,C(C(CO)NC(=O)N)O,2.47843,1.04667,0.92682,1.311,68.73,-0.2407,0.0556,0.2962,1342.9311,0.1593,-493.513759,-493.503628,-493.502684,-493.549191,36.806,-1733.482317338,-1744.010035831,-1754.678943849,-1605.333056867
gdb_2875,C#CC1CC=CC1,6.71526,1.88683,1.57022,0.6745,67.72,-0.2431,0.0221,0.2652,779.235,0.12557,-271.361537,-271.354967,-271.354023,-271.39192,24.991,-1526.069885041,-1535.279834634,-1543.57801365,-1427.7618150651
gdb_18368,CC1OCC2OCC12,3.37854,2.14143,1.59233,2.1904,66.94,-0.2445,0.0792,0.3236,850.1206,0.155243,-384.930064,-384.923013,-384.922069,-384.96124,27.093,-1705.2833178961,-1716.856466383,-1726.933005905,-1584.462735036
gdb_133665,NC(C1CC1)C(F)(F)F,2.57622,1.22991,1.01834,0.9583,60.93,-0.2554,0.0832,0.3386,1181.9442,0.132594,-549.500981,-549.492043,-549.491099,-549.535218,32.929,-1584.3886889741,-1593.888547725,-1603.3714637331,-1469.430295192
gdb_54229,CC1(CNC1=[NH2+])C([O-])=O,2.20088,1.63495,1.36939,8.3578,72.8,-0.2068,-0.0331,0.1737,1021.5826,0.13473,-455.162074,-455.153184,-455.15224,-455.195605,32.863,-1649.8152873501,-1659.3452665331,-1668.828182541,-1534.100117714
gdb_115961,OCC1CCC2CCC12,3.02131,1.18488,0.97768,1.234,84.46,-0.2604,0.0766,0.337,1292.4106,0.207926,-388.291522,-388.282766,-388.281821,-388.32513,34.105,-2164.244028005,-2179.1912923851,-2192.231556914,-2009.336528756
gdb_35822,N#CC1NCC2COC12,2.47494,1.7442,1.29122,5.9107,70.65,-0.2522,0.019,0.2713,1000.9679,0.138788,-417.989549,-417.982016,-417.981072,-418.022388,28.248,-1678.230149888,-1688.612286293,-1698.095202301,-1562.336767696
gdb_32328,Cn1c(c[nH]c1=O)CO,3.25885,1.21335,0.90019,2.5239,71.21,-0.1908,0.0356,0.2264,1238.1168,0.136427,-455.196137,-455.187039,-455.186095,-455.230146,32.69,-1671.190126417,-1680.589583728,-1690.072499736,-1555.774906083
gdb_8850,COC(=O)C(C)C=O,3.57792,1.22742,1.11729,2.663,62.82,-0.2556,-0.0357,0.2199,1117.9027,0.127361,-420.919612,-420.910237,-420.909293,-420.955234,30.904,-1562.391360979,-1570.728445553,-1579.618993065,-1457.475621233
gdb_27805,Cc1cc([nH]c(=O)n1)N,2.02986,1.80827,0.96268,7.3584,77.27,-0.2155,-0.0263,0.1892,1172.9628,0.125503,-434.151277,-434.142847,-434.141902,-434.184511,31.548,-1631.111754096,-1640.041834675,-1648.931127169,-1521.843611926
gdb_45938,N=C1NCC(=O)C11CO1,2.3103,1.99642,1.16053,4.2547,68.31,-0.2423,-0.0536,0.1887,1005.8211,0.11257,-453.945539,-453.937591,-453.936647,-453.978517,29.167,-1514.280245949,-1522.624233122,-1530.92115712,-1411.589025608
gdb_56114,NC(=O)COC(=N)C#N,4.1623,0.80128,0.68244,5.8289,66.06,-0.2659,-0.0578,0.2082,1528.2509,0.099355,-470.037009,-470.027464,-470.026519,-470.073541,31.969,-1423.0743228351,-1429.526997882,-1437.230298366,-1328.990643447
gdb_56129,CC(=O)OCC(=O)C=O,5.09324,0.70599,0.62481,2.3978,64.24,-0.2602,-0.1031,0.157,1673.6436,0.10733,-494.93845,-494.928374,-494.92743,-494.977568,32.326,-1534.0310917241,-1541.0397397451,-1549.336663743,-1435.2969431371
gdb_56657,CN1CC1(C)C(N)C#N,2.37798,1.27847,1.1137,3.6614,79.66,-0.2406,0.0331,0.2737,1216.4456,0.169978,-399.306547,-399.296498,-399.295554,-399.341298,36.88,-1864.5356894611,-1876.004671454,-1887.266575477,-1729.733578572
gdb_121779,CCOCC(C#C)C#N,3.06911,0.89425,0.73153,3.1558,79.19,-0.265,0.0109,0.276,1548.3746,0.144516,-401.914388,-401.903982,-401.903038,-401.951122,35.801,-1779.670117283,-1789.138600584,-1799.214512597,-1659.843508679
gdb_115955,COC1CCC2OCC12,3.07683,1.30204,1.06347,2.2464,77.92,-0.2419,0.0755,0.3174,1199.1778,0.183871,-424.211697,-424.203287,-424.202343,-424.244975,31.937,-1977.8198892311,-1991.206538728,-2003.061438756,-1835.820250112
gdb_101382,OCC(O)C1OC2CC12,3.65701,0.99218,0.88982,1.4855,71.13,-0.2394,0.0547,0.2941,1333.7605,0.158417,-460.103453,-460.094669,-460.093725,-460.137371,33.195,-1773.5625721861,-1784.93680032,-1795.605708338,-1645.079476927
gdb_5053,c1cc(=O)ccnc1,3.92,2.03315,1.33878,2.6457,71.39,-0.251,-0.0985,0.1525,842.6713,0.097803,-361.492843,-361.486517,-361.485572,-361.523889,23.296,-1419.680126654,-1427.2654554461,-1434.376387434,-1332.153288807
gdb_40764,C1CC1C1OCC11CC1,3.03358,1.26946,1.08508,1.6451,82.36,-0.2425,0.0721,0.3146,1208.9932,0.182648,-387.040072,-387.03153,-387.030585,-387.073673,32.847,-2006.7995098691,-2020.103955687,-2031.958228206,-1865.258579829
gdb_119391,CCCC12CC(O1)C=C2,4.01319,1.00014,0.95239,1.5461,82.82,-0.2315,0.0034,0.2349,1354.7025,0.182299,-387.051265,-387.042739,-387.041795,-387.084725,33.276,-2013.8232181061,-2027.1377040681,-2038.992604096,-1872.1938092971
gdb_34200,C#CC12CN3CC(N1)C23,4.08588,1.42333,1.25356,1.0037,78.72,-0.2065,0.0239,0.2304,1010.5533,0.137209,-380.754989,-380.747932,-380.746988,-380.786179,28.851,-1667.7174916111,-1678.3989498091,-1687.881865817,-1551.04537075
gdb_104900,CC1(C)NC1(CN)C#N,2.08491,1.49636,1.02156,4.1823,80.85,-0.2444,0.0227,0.2672,1237.6601,0.170024,-399.318578,-399.308346,-399.307402,-399.353393,37.467,-1872.08525024,-1883.439398086,-1894.701302109,-1737.323299927
gdb_110120,CNC1C(OC)C1C#N,1.95443,1.4196,1.06443,4.2099,77.66,-0.2251,0.0261,0.2512,1239.0612,0.15805,-419.177895,-419.167934,-419.16699,-419.213219,34.999,-1796.076340088,-1806.711990129,-1817.380898147,-1668.371355989
gdb_72920,CC12CCC1C1CC2C1,2.44685,1.92172,1.49995,0.1024,87.92,-0.2658,0.0904,0.3562,1016.3194,0.209087,-351.138397,-351.131006,-351.130061,-351.169475,32.045,-2204.832565143,-2220.6370068171,-2233.677271346,-2048.593491796
gdb_120018,CN1CC(=O)C1CCO,2.3478,1.02542,0.75509,2.7362,77.2,-0.2333,-0.0255,0.2078,1501.6235,0.16861,-440.267876,-440.257929,-440.256984,-440.303466,35.483,-1864.468545998,-1876.001533909,-1887.262810423,-1730.297081654
gdb_133492,CC(=N)OCC(F)(F)F,3.47147,0.83567,0.77126,0.2938,56.47,-0.2808,0.0181,0.2989,1436.3352,0.107281,-585.460044,-585.450816,-585.449872,-585.495638,31.788,-1422.3671201921,-1429.9072683361,-1438.2041923341,-1321.375194223
gdb_17002,C1C23CCC12OCO3,3.56641,2.34603,2.20995,1.1528,62.72,-0.2262,0.0714,0.2977,715.5661,0.131599,-383.677625,-383.671424,-383.67048,-383.707592,25.012,-1547.218193359,-1557.5476190081,-1566.43816652,-1439.00991389
gdb_88787,CC1CC1C1OCC1=O,2.75557,1.29838,1.05929,0.8403,75.75,-0.2573,-0.0348,0.2225,1194.727,0.157869,-423.006836,-422.998044,-422.9971,-423.040731,32.606,-1849.6103878961,-1860.9802234671,-1871.649131485,-1721.3688836021
gdb_75844,OC1C(=O)NC2CC12O,2.66036,1.63795,1.22968,2.5723,64.41,-0.2506,0.0071,0.2577,1003.7777,0.124604,-475.038746,-475.030822,-475.029878,-475.070922,30.973,-1584.6967958931,-1593.944396026,-1602.834316029,-1474.8689156951
gdb_109767,CCC1C(C)C1C(C)C,2.2453,1.05826,0.84148,0.0998,96.48,-0.2565,0.0753,0.3317,1573.1059,0.250193,-353.559995,-353.548423,-353.547479,-353.59661,42.813,-2468.7038646971,-2485.4389022181,-2500.851778276,-2289.1973851391
gdb_115394,COC1COC(C)OC1,3.11831,1.12467,1.02072,2.2855,75.76,-0.2418,0.078,0.3197,1292.5475,0.181851,-461.357167,-461.347905,-461.346961,-461.391452,34.25,-1932.4277706981,-1945.279155018,-1957.134055046,-1790.80400947
gdb_49451,O=CN1C2C=CC(=O)C12,3.90225,1.19431,0.97687,2.1244,70.06,-0.2497,-0.0775,0.1721,1133.6846,0.100919,-436.695022,-436.687717,-436.686773,-436.727223,26.899,-1506.025365054,-1513.884915279,-1521.588843272,-1409.840158025
gdb_131840,OCCN1N=NNC1=N,3.12168,1.2719,0.93917,2.9108,68.78,-0.2236,-0.0282,0.1955,1192.8766,0.125442,-467.347849,-467.339408,-467.338464,-467.381874,30.534,-1456.911490642,-1465.833413604,-1474.723333607,-1347.523494253
gdb_42392,C1CC1CC(=O)N2CC2,3.76193,0.87622,0.80932,2.6994,80.47,-0.2443,0.006,0.2503,1494.5408,0.170263,-403.133443,-403.12422,-403.123276,-403.169134,33.343,-1916.7864813641,-1928.7744133001,-1940.036317323,-1782.9344191011
